Sample in Buffer,Sample in Window,TRIGGER,design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Delay_X_1_muxed[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TData_stage_3[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TData_stage_2[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TData_stage_1[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TData_stage_4[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Prev_Delay_Y_1[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TID_stage_3[1:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TID_stage_3_prev[1:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TID_stage_2[1:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/TID_stage_1[1:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Prev_Delay_X_2[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Prev_Delay_X_1[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Prev_Delay_Y_2[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Delay_Y_2_muxed[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Delay_Y_1_muxed[23:0],design_1_i/audio_pipeline_wrapp_0/U0/audio_pipeline_inst/b_filters_and_effects.i_band_low_1/Delay_X_2_muxed[23:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
160,160,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
161,161,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
162,162,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
163,163,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
164,164,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
165,165,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
166,166,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
167,167,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
168,168,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
169,169,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
170,170,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
171,171,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
172,172,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
173,173,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
174,174,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
175,175,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
176,176,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
177,177,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
178,178,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
179,179,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
180,180,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
181,181,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
182,182,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
183,183,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
184,184,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
185,185,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
186,186,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
187,187,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
188,188,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
189,189,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
190,190,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
191,191,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
192,192,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
193,193,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
194,194,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
195,195,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
196,196,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
197,197,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
198,198,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
199,199,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
200,200,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
201,201,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
202,202,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
203,203,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
204,204,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
205,205,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
206,206,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
207,207,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
208,208,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
209,209,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
210,210,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
211,211,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
212,212,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
213,213,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
214,214,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
215,215,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
216,216,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
217,217,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
218,218,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
219,219,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
220,220,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
221,221,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
222,222,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
223,223,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
224,224,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
225,225,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
226,226,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
227,227,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
228,228,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
229,229,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
230,230,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
231,231,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
232,232,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
233,233,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
234,234,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
235,235,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
236,236,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
237,237,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
238,238,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
239,239,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
240,240,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
241,241,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
242,242,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
243,243,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
244,244,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
245,245,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
246,246,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
247,247,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
248,248,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
249,249,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
250,250,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
251,251,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
252,252,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
253,253,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
254,254,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
255,255,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
256,256,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
257,257,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
258,258,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
259,259,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
260,260,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
261,261,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
262,262,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
263,263,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
264,264,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
265,265,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
266,266,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
267,267,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
268,268,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
269,269,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
270,270,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
271,271,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
272,272,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
273,273,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
274,274,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
275,275,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
276,276,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
277,277,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
278,278,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
279,279,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
280,280,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
281,281,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
282,282,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
283,283,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
284,284,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
285,285,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
286,286,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
287,287,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
288,288,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
289,289,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
290,290,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
291,291,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
292,292,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
293,293,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
294,294,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
295,295,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
296,296,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
297,297,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
298,298,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
299,299,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
300,300,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
301,301,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
302,302,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
303,303,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
304,304,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
305,305,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
306,306,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
307,307,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
308,308,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
309,309,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
310,310,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
311,311,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
312,312,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
313,313,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
314,314,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
315,315,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
316,316,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
317,317,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
318,318,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
319,319,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
320,320,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
321,321,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
322,322,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
323,323,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
324,324,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
325,325,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
326,326,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
327,327,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
328,328,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
329,329,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
330,330,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
331,331,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
332,332,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
333,333,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
334,334,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
335,335,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
336,336,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
337,337,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
338,338,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
339,339,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
340,340,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
341,341,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
342,342,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
343,343,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
344,344,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
345,345,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
346,346,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
347,347,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
348,348,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
349,349,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
350,350,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
351,351,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
352,352,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
353,353,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
354,354,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
355,355,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
356,356,0,21ad04,1cea90,19738f,1e3ffe,000000,000000,0,1,1,0,23c4e7,1b6d84,000000,000000,000000,282185
